title,address,floor,madori,fee /yen,management_fee /yen,deposit /yen,gratuity /yen,menseki /m2
ＪＲ山手線 神田駅 9階建 築7年,東京都千代田区岩本町２,7階,1LDK,164000,10000,164000,164000,47.17
レーヴ半蔵門,東京都千代田区隼町,2階,1DK,216000,11000,0,216000,33.95
レーヴ半蔵門,東京都千代田区隼町,3階,1DK,220000,11000,0,220000,33.95
レーヴ半蔵門,東京都千代田区隼町,11階,1SLDK,280000,10000,280000,280000,54.15
レーヴ半蔵門,東京都千代田区隼町,2階,1SLDK,313000,10500,0,313000,54.15
レーヴ半蔵門,東京都千代田区隼町,2階,1SLDK,313000,11000,0,313000,54.15
レーヴ半蔵門,東京都千代田区隼町,5階,1SLDK,320000,10500,0,320000,54.15
レーヴ半蔵門,東京都千代田区隼町,5階,1SLDK,320000,11000,0,320000,54.15
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,2階,ワンルーム,133000,9000,133000,133000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,2階,ワンルーム,133000,10000,133000,133000,26.09
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,3階,ワンルーム,134000,9000,134000,134000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,3階,ワンルーム,134000,10000,0,134000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,4階,ワンルーム,135000,9000,135000,135000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,4階,ワンルーム,135000,10000,0,135000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,5階,ワンルーム,136000,10000,0,136000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,6階,ワンルーム,137000,9000,137000,137000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,7階,ワンルーム,138000,9000,138000,138000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,6階,ワンルーム,137000,10000,0,137000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,8階,ワンルーム,139000,9000,139000,139000,26.86
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,2階,1K,143000,10000,143000,143000,30.02
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,4階,1K,146000,9000,146000,146000,30.23
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,6階,1K,148000,9000,148000,148000,30.23
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,7階,1K,149000,9000,149000,149000,30.23
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,8階,1K,150000,10000,150000,150000,30.2
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,4階,1LDK,196000,11000,196000,196000,40.0
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,6階,1LDK,198000,11000,198000,198000,40.0
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,9階,1LDK,197000,12000,197000,197000,38.63
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,10階,1LDK,198000,11000,198000,198000,38.63
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,7階,1LDK,199000,11000,199000,199000,40.0
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,10階,1LDK,198000,12000,0,198000,38.63
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,8階,1LDK,200000,11000,200000,200000,40.0
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,8階,2LDK,286000,14000,286000,286000,59.73
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,9階,2LDK,297000,15000,297000,297000,59.75
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,10階,2LDK,298000,15000,298000,298000,59.73
ＪＲ山手線 神田駅 12階建 新築,東京都千代田区内神田２,12階,2LDK,301000,15000,301000,301000,59.73
GLACIER神保町,東京都千代田区神田神保町１,3階,1K,142000,10000,142000,0,25.1
GLACIER神保町,東京都千代田区神田神保町１,4階,1K,143000,10000,143000,0,25.1
GLACIER神保町,東京都千代田区神田神保町１,4階,1DK,144000,10000,144000,0,25.06
GLACIER神保町,東京都千代田区神田神保町１,5階,1DK,145000,10000,145000,0,25.06
GLACIER神保町,東京都千代田区神田神保町１,6階,1DK,146000,10000,146000,0,25.06
GLACIER神保町,東京都千代田区神田神保町１,9階,1DK,157000,10000,157000,0,25.1
GLACIER神保町,東京都千代田区神田神保町１,11階,1LDK,231000,15000,231000,0,40.18
GLACIER神保町,東京都千代田区神田神保町１,10階,1LDK,233000,15000,233000,0,40.18
GLACIER神保町,東京都千代田区神田神保町１,12階,1LDK,235000,15000,235000,0,40.18
ＪＲ山手線 神田駅 8階建 築20年,東京都千代田区神田須田町１,6階,2K,140000,10000,140000,140000,36.88
ＪＲ山手線 神田駅 8階建 築20年,東京都千代田区神田須田町１,6階,2DK,140000,10000,140000,140000,36.88
ルネ神田和泉町,東京都千代田区神田和泉町,3階,1LDK,168000,12000,336000,168000,44.48
グレイスコート岩本町,東京都千代田区岩本町１,8階,ワンルーム,142000,10000,0,0,30.01
グレイスコート岩本町,東京都千代田区岩本町１,9階,ワンルーム,143000,10000,0,0,30.01
グレイスコート岩本町,東京都千代田区岩本町１,5階,1LDK,181000,15000,0,0,41.16
グレイスコート岩本町,東京都千代田区岩本町１,8階,1LDK,184000,15000,0,0,41.16
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,21階,ワンルーム,350000,0,700000,0,54.2
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,27階,2LDK,620000,0,1240000,0,93.7
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,32階,2LDK,640000,0,1280000,0,89.9
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,25階,3LDK,950000,0,1900000,0,130.5
東京メトロ東西線 九段下駅 地下2地上32階建 築20年,東京都千代田区西神田３,32階,3LDK,1560000,0,3120000,0,199.0
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,11階,1DK,168000,0,168000,168000,30.19
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,8階,1LDK,169000,12000,169000,169000,30.86
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,9階,1LDK,175000,10000,175000,175000,30.86
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,5階,1LDK,180000,10000,180000,180000,34.89
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,8階,1LDK,183000,10000,183000,183000,34.89
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,12階,1DK,185000,10000,185000,185000,30.19
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,13階,1DK,187000,10000,187000,187000,30.19
サンウッドフラッツ神田神保町,東京都千代田区神田神保町２,12階,1LDK,240000,10000,480000,240000,41.54
パークルール大手町,東京都千代田区神田錦町１,2階,1LDK,178000,20000,0,0,27.21
パークルール大手町,東京都千代田区神田錦町１,2階,1LDK,180000,20000,0,0,27.1
パークルール大手町,東京都千代田区神田錦町１,5階,1LDK,190000,20000,0,0,27.21
パークルール大手町,東京都千代田区神田錦町１,5階,1LDK,192000,20000,0,0,30.01
パークルール大手町,東京都千代田区神田錦町１,5階,1LDK,192000,20000,0,0,27.1
パークルール大手町,東京都千代田区神田錦町１,7階,1LDK,194000,20000,0,0,30.01
東京メトロ半蔵門線 神保町駅 14階建 築5年,東京都千代田区神田神保町１,2階,ワンルーム,143000,10000,143000,143000,25.1
東京メトロ半蔵門線 神保町駅 14階建 築5年,東京都千代田区神田神保町１,12階,1LDK,238000,15000,238000,0,40.18
ザ・パークハビオ飯田橋プレイス,東京都千代田区飯田橋１,9階,1LDK,218000,15000,218000,0,40.49
ザ・パークハビオ飯田橋プレイス,東京都千代田区飯田橋１,11階,1LDK,222000,15000,222000,0,40.49
ＪＲ総武線 浅草橋駅 11階建 築2年,東京都千代田区東神田３,4階,1K,121000,12000,121000,121000,25.57
ＪＲ総武線 浅草橋駅 11階建 築2年,東京都千代田区東神田３,6階,2LDK,244000,18000,244000,244000,51.63
ＪＲ総武線 浅草橋駅 11階建 築2年,東京都千代田区東神田３,6階,2LDK,244000,24000,244000,244000,51.63
エルスタンザ平河町,東京都千代田区平河町１,9階,1LDK,238000,12000,238000,0,45.83
エルスタンザ平河町,東京都千代田区平河町１,10階,1LDK,240000,12000,240000,0,45.83
パークウェル御茶ノ水,東京都千代田区神田須田町１,6階,1K,90000,10000,90000,45000,22.42
パークタワー秋葉原,東京都千代田区神田練塀町,6階,1LDK,175000,13000,350000,175000,41.92
パークタワー秋葉原,東京都千代田区神田練塀町,18階,1LDK,195000,15000,195000,390000,42.4
パークタワー秋葉原,東京都千代田区神田練塀町,5階,1LDK,200000,15000,200000,400000,50.7
パークタワー秋葉原,東京都千代田区神田練塀町,11階,2LDK,268000,20000,402000,268000,63.6
パークタワー秋葉原,東京都千代田区神田練塀町,11階,2LDK,278000,20000,417000,278000,63.6
ＪＲ中央線 市ケ谷駅 地下1地上4階建 築4年,東京都千代田区四番町,1階,2DK,228000,4400,0,228000,67.3
ＪＲ中央線 市ケ谷駅 地下1地上4階建 築4年,東京都千代田区四番町,B1-1階,2DK,228000,4400,0,228000,59.12
パークアクシス飯田橋レジデンス,東京都千代田区富士見１,2階,1LDK,195000,15000,195000,195000,36.62
パークアクシス飯田橋レジデンス,東京都千代田区富士見１,9階,1LDK,205000,15000,205000,205000,36.62
カッシア神田レジデンス,東京都千代田区神田紺屋町,8階,ワンルーム,162000,10000,162000,0,41.13
カッシア神田レジデンス,東京都千代田区神田紺屋町,10階,1LDK,228000,10000,228000,228000,56.48
ＪＲ山手線 神田駅 10階建 築17年,東京都千代田区神田紺屋町,8階,1K,162000,10000,162000,0,41.13
ＪＲ山手線 神田駅 15階建 築8年,東京都千代田区岩本町２,13階,1LDK,169000,16000,169000,338000,32.95
ＪＲ山手線 神田駅 15階建 築8年,東京都千代田区岩本町２,8階,1LDK,180000,10000,180000,360000,42.55
東京メトロ有楽町線 市ケ谷駅 12階建 築6年,東京都千代田区三番町,3階,2LDK,300000,0,300000,300000,57.05
HOPE CITY秋葉原,東京都千代田区岩本町３,13階,1K,128000,7000,128000,0,32.22
HOPE CITY秋葉原,東京都千代田区岩本町３,5階,1LDK,160000,10000,160000,0,41.13
HOPE CITY秋葉原,東京都千代田区岩本町３,8階,1LDK,163000,10000,163000,0,41.13
都営新宿線 岩本町駅 15階建 築17年,東京都千代田区岩本町３,14階,1K,110000,7000,110000,0,31.02
オジオ大手町,東京都千代田区神田錦町１,2階,1LDK,179000,10000,179000,0,40.49
オジオ大手町,東京都千代田区神田錦町１,6階,1LDK,184000,10000,184000,0,40.49
ＪＲ山手線 神田駅 14階建 築5年,東京都千代田区鍛冶町２,12階,1K,125000,8000,125000,125000,26.17
ＪＲ山手線 神田駅 14階建 築5年,東京都千代田区鍛冶町２,9階,1LDK,174000,10000,174000,174000,41.35
都営三田線 神保町駅 12階建 築20年,東京都千代田区神田小川町３,4階,1LDK,190000,10000,0,0,40.36
都営三田線 神保町駅 12階建 築20年,東京都千代田区神田小川町３,7階,1LDK,193000,10000,0,0,40.36
ＪＲ中央線 御茶ノ水駅 10階建 築20年,東京都千代田区神田淡路町２,8階,1LDK,155000,10000,155000,155000,37.66
ＪＲ中央線 御茶ノ水駅 10階建 築20年,東京都千代田区神田淡路町２,8階,1LDK,158000,10000,158000,158000,37.66
レ・ジェイドクロス千代田神保町,東京都千代田区西神田２,7階,1LDK,210000,10000,210000,210000,40.36
レ・ジェイドクロス千代田神保町,東京都千代田区西神田２,8階,1LDK,250000,10000,250000,250000,45.03
レ・ジェイドクロス千代田神保町,東京都千代田区西神田２,3階,1K,1978000,0,1868000,0,261.55
レ・ジェイドクロス千代田神保町,東京都千代田区西神田２,2階,1K,2154500,0,2927000,0,284.9
ＪＲ中央線 御茶ノ水駅 14階建 築6年,東京都千代田区神田駿河台３,13階,1LDK,192000,10000,192000,192000,40.27
桜ヒルズ九段北,東京都千代田区九段北４,7階,1LDK,225000,9000,225000,450000,51.81
ＪＲ山手線 神田駅 14階建 築3年,東京都千代田区岩本町１,10階,1K,109500,10000,109500,109500,26.06
ＪＲ山手線 神田駅 14階建 築3年,東京都千代田区岩本町１,10階,1K,109000,14000,109000,109000,26.06
ＪＲ山手線 神田駅 14階建 築3年,東京都千代田区岩本町１,7階,1DK,137000,13000,137000,137000,32.11
ＩＳＭ御茶ノ水,東京都千代田区外神田２,8階,1LDK,193000,15000,193000,193000,42.47
ＩＳＭ御茶ノ水,東京都千代田区外神田２,9階,1LDK,194000,15000,194000,194000,42.47
ＪＲ山手線 神田駅 13階建 築5年,東京都千代田区内神田１,13階,1DK,170000,10000,170000,170000,31.3
ＪＲ山手線 神田駅 13階建 築5年,東京都千代田区内神田１,5階,1LDK,205000,10000,205000,205000,39.97
ＪＲ山手線 神田駅 13階建 築5年,東京都千代田区内神田１,4階,1LDK,207000,10000,207000,207000,39.97
ＪＲ山手線 神田駅 13階建 築5年,東京都千代田区内神田１,4階,1LDK,214000,10000,214000,214000,39.97
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,3階,1K,106000,5000,106000,106000,25.16
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,3階,1K,106000,8000,106000,106000,25.16
アイルイムーブル御茶ノ水,東京都千代田区神田神保町１,2階,1K,120000,10000,0,120000,25.28
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,3階,1K,120000,10000,120000,0,27.62
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,4階,1K,120000,10000,120000,0,27.62
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,6階,1LDK,231000,12000,231000,231000,45.97
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,9階,1LDK,235000,12000,235000,235000,45.97
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,10階,1LDK,236000,12000,236000,236000,45.97
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,9階,1LDK,236000,12000,236000,236000,45.97
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,10階,1LDK,238000,12000,238000,238000,51.39
ＪＲ中央線 神田駅 地下1地上13階建 築6年,東京都千代田区東神田１,2階,1LDK,240000,12000,240000,240000,54.71
東神田テラスレジデンス,東京都千代田区東神田１,6階,1LDK,121000,10000,121000,0,27.62
東神田テラスレジデンス,東京都千代田区東神田１,10階,1LDK,125000,10000,125000,0,27.62
ラ・トゥール半蔵門,東京都千代田区麹町１,12階,1SLDK,950000,0,1900000,0,109.9
FREESIA TERRACE,東京都千代田区九段南３,8階,ワンルーム,101000,15000,101000,101000,27.41
FREESIA TERRACE,東京都千代田区九段南３,4階,1LDK,156000,15000,156000,312000,40.38
クオリタス秋葉原,東京都千代田区神田佐久間町４,6階,1K,124500,15000,0,0,25.3
クオリタス秋葉原,東京都千代田区神田佐久間町４,9階,1K,144000,15000,0,0,30.25
クオリタス秋葉原,東京都千代田区神田佐久間町４,15階,1K,145000,15000,0,0,30.25
クオリタス秋葉原,東京都千代田区神田佐久間町４,7階,1K,180000,15000,0,0,30.25
クオリタス秋葉原,東京都千代田区神田佐久間町４,15階,1LDK,219000,20000,0,0,42.56
メインステージ千代田岩本町コモデ,東京都千代田区岩本町２,10階,1K,100500,20000,0,0,27.99
メインステージ千代田岩本町コモデ,東京都千代田区岩本町２,10階,1K,105000,20000,0,0,27.99
メインステージ千代田岩本町コモデ,東京都千代田区岩本町２,3階,1K,110000,20000,0,110000,34.41
ＣＥＬＥＳＴＩＡ,東京都千代田区神田多町２,8階,1LDK,630000,20000,630000,630000,67.37
グランド・ガーラ神田,東京都千代田区神田多町２,4階,1K,90000,10000,90000,180000,22.47
グランド・ガーラ神田,東京都千代田区神田多町２,7階,1K,99000,7000,99000,99000,22.68
グランド・ガーラ神田,東京都千代田区神田多町２,6階,1K,99000,7000,99000,148500,22.47
グランド・ガーラ神田,東京都千代田区神田多町２,7階,1K,99000,9000,99000,99000,22.68
グランド・ガーラ神田,東京都千代田区神田多町２,7階,1K,120000,12000,120000,240000,30.45
グランド・ガーラ神田,東京都千代田区神田多町２,4階,1K,120000,15000,120000,120000,30.68
ブリックコート神田錦町,東京都千代田区神田錦町３,12階,1LDK,208000,12000,208000,416000,41.79
グランクオール秋葉原,東京都千代田区神田佐久間町３,3階,1K,90000,5000,0,90000,17.52
KDX岩本町レジデンス,東京都千代田区岩本町２,5階,1K,100000,7000,100000,100000,22.56
KDX岩本町レジデンス,東京都千代田区岩本町２,3階,1K,117000,10000,117000,117000,31.28
ＪＲ山手線 神田駅 15階建 築17年,東京都千代田区岩本町２,5階,1K,88000,6000,88000,0,23.2
パークアクシス秋葉原,東京都千代田区神田佐久間町３,3階,1K,103000,8000,103000,0,24.29
パークアクシス秋葉原,東京都千代田区神田佐久間町３,3階,1K,107000,8000,107000,0,24.29
パークアクシス秋葉原,東京都千代田区神田佐久間町３,5階,1K,107000,8000,107000,0,24.12
パークアクシス秋葉原,東京都千代田区神田佐久間町３,5階,1K,111000,8000,111000,0,24.12
パークアクシス秋葉原,東京都千代田区神田佐久間町３,3階,1DK,142000,8000,142000,142000,30.24
ガーラ神田岩本町,東京都千代田区岩本町２,5階,1K,98000,9000,98000,196000,26.47
ガーラ神田岩本町,東京都千代田区岩本町２,2階,1K,115000,8000,115000,172500,31.77
ガラ・ステージ神田小川町,東京都千代田区神田司町２,9階,1K,120000,10000,120000,240000,31.84
ガラ・ステーション岩本町North,東京都千代田区岩本町３,6階,1K,85000,10000,85000,170000,22.8
ガラ・ステーション岩本町North,東京都千代田区岩本町３,2階,1K,88000,9000,88000,176000,22.78
ガラ・ステーション岩本町North,東京都千代田区岩本町３,8階,1K,89000,9000,89000,178000,22.72
ガラ・ステーション岩本町North,東京都千代田区岩本町３,3階,1K,91000,9000,91000,136500,23.0
神田ＲＥＥＰＬＥＸＲ’Ｓ(カンダリープレックスリズ),東京都千代田区神田多町２,8階,1K,88000,20000,0,88000,22.5
神田ＲＥＥＰＬＥＸＲ’Ｓ(カンダリープレックスリズ),東京都千代田区神田多町２,8階,1K,90000,20000,0,90000,23.51
神田ＲＥＥＰＬＥＸＲ’Ｓ(カンダリープレックスリズ),東京都千代田区神田多町２,10階,1SLDK,205000,0,205000,0,45.82
KDXレジデンス神田,東京都千代田区内神田２,3階,1K,130000,10000,130000,130000,26.32
KDXレジデンス神田,東京都千代田区内神田２,7階,2LDK,265000,15000,265000,265000,52.18
クローバースティ秋葉原,東京都千代田区東神田２,9階,1K,113000,5000,0,113000,29.22
クローバースティ秋葉原,東京都千代田区東神田２,9階,1K,114000,5000,0,114000,29.22
クローバースティ秋葉原,東京都千代田区東神田２,7階,1K,111000,8000,0,111000,29.0
クローバースティ秋葉原,東京都千代田区東神田２,9階,1K,114000,8000,0,114000,29.22
クローバースティ秋葉原,東京都千代田区東神田２,8階,1LDK,153000,8000,0,153000,39.87
アムス大手町,東京都千代田区内神田２,2階,1K,115000,7000,115000,115000,27.73
アムス大手町,東京都千代田区内神田２,10階,1K,120000,7000,120000,120000,27.73
アムス大手町,東京都千代田区内神田２,11-12階,1LDK,190000,7000,190000,190000,44.17
グランツルクサス神田,東京都千代田区神田須田町１,4階,1DK,114000,15000,0,0,25.11
グランツルクサス神田,東京都千代田区神田須田町１,4階,1DK,124000,15000,0,0,25.11
グランツルクサス神田,東京都千代田区神田須田町１,7階,1LDK,177000,15000,0,0,41.39
グランツルクサス神田,東京都千代田区神田須田町１,7階,1LDK,187000,15000,0,0,41.39
セレニティー神田,東京都千代田区鍛冶町２,2階,1DK,140000,10000,140000,140000,30.1
セレニティー神田,東京都千代田区鍛冶町２,6階,1DK,153000,10000,153000,153000,30.1
セレニティー神田,東京都千代田区鍛冶町２,10階,1DK,158000,10000,158000,0,30.1
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,3階,ワンルーム,130000,12000,130000,130000,25.02
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,5階,ワンルーム,130000,12000,130000,130000,25.02
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,6階,ワンルーム,131000,12000,131000,131000,25.02
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,9階,ワンルーム,133000,12000,133000,133000,25.02
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,10階,ワンルーム,137000,12000,137000,137000,25.04
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,4階,1DK,159000,12000,159000,159000,30.99
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,7階,1DK,164000,12000,164000,164000,30.6
東京メトロ東西線 九段下駅 地下1地上13階建 築9年,東京都千代田区飯田橋２,7階,1DK,167000,12000,167000,167000,30.99
ＪＲ山手線 神田駅 11階建 築19年,東京都千代田区内神田３,7階,1K,90000,10000,90000,90000,23.64
都営新宿線 神保町駅 5階建 築6年,東京都千代田区神田神保町１,3階,1K,106000,9000,106000,106000,22.18
ＧＲＡＮ　ＰＡＳＥＯ神田駅前,東京都千代田区神田須田町２,7階,1K,107000,15000,0,0,21.3
ＧＲＡＮ　ＰＡＳＥＯ神田駅前,東京都千代田区神田須田町２,12階,1K,110000,15000,0,0,20.94
デュオ・スカーラ御茶ノ水II,東京都千代田区神田淡路町１,3階,1K,90000,10000,0,90000,25.78
デュオ・スカーラ御茶ノ水II,東京都千代田区神田淡路町１,2階,ワンルーム,123000,10500,0,123000,26.66
デュオ・スカーラ御茶ノ水II,東京都千代田区神田淡路町１,3階,1LDK,155000,10000,155000,155000,35.36
グローリオシェルト飯田橋,東京都千代田区飯田橋２,8階,ワンルーム,120000,15000,120000,120000,25.44
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,5階,1K,118000,10500,0,118000,25.07
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,2階,1DK,122500,10000,0,122500,30.48
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,6階,1LDK,170000,5000,170000,170000,40.62
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,6階,1LDK,170000,10000,170000,170000,40.62
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,7階,1LDK,176000,10500,0,176000,42.36
クレイシア秋葉原ラグゼスウィート,東京都千代田区東神田２,7階,1LDK,176000,11000,0,176000,42.36
都営新宿線 馬喰横山駅 13階建 築21年,東京都千代田区東神田１,2階,ワンルーム,92000,9000,0,0,33.68
都営新宿線 馬喰横山駅 13階建 築21年,東京都千代田区東神田１,3階,1K,94000,10000,0,0,26.73
都営新宿線 馬喰横山駅 13階建 築21年,東京都千代田区東神田１,3階,1K,95000,10000,0,0,26.73
都営新宿線 馬喰横山駅 13階建 築21年,東京都千代田区東神田１,6階,ワンルーム,98000,9000,0,0,33.68
ブライズ神田岩本町,東京都千代田区岩本町２,15階,2LDK,224000,16000,224000,224000,66.0
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,3階,ワンルーム,95000,12000,95000,95000,26.83
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,6階,ワンルーム,97000,12000,0,0,26.97
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,6階,ワンルーム,97000,14000,0,0,26.97
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,11階,ワンルーム,99000,14000,99000,99000,27.44
ＪＲ山手線 秋葉原駅 13階建 築20年,東京都千代田区岩本町３,12階,1LDK,168000,14000,168000,168000,45.3
ＪＲ山手線 神田駅 地下1地上13階建 築17年,東京都千代田区神田多町２,4階,1K,96000,9000,96000,192000,22.47
